Gene_id	dsc_1	dsc_3	dsc_5	dsc_7	dsc_9	dsc_2	dsc_4	dsc_6	dsc_8	dsc_10	dsc_27	dsc_28	dsc_29	dsc_30	dsc_31
ENSG00000165121	21	34	35	39	22	22	51	26	26	33	55	119	95	81	0
ENSG00000213711	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135040	411	436	542	470	442	582	608	479	774	501	585	702	871	530	1
ENSG00000135052	1721	1964	1748	1627	2024	2260	2189	1381	2094	1722	2477	2941	2306	2251	1
ENSG00000287333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187753	2	0	0	2	2	0	0	0	0	1	3	0	8	0	0
ENSG00000270688	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000223012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135070	460	554	470	382	449	600	589	401	585	475	608	983	774	575	2
ENSG00000083223	652	673	674	788	770	858	852	667	737	745	859	1035	1075	880	0
ENSG00000214908	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000235819	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSG00000222293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180447	168	88	78	27	76	464	139	52	78	122	386	126	78	61	0
ENSG00000226237	6	3	1	2	2	6	2	4	1	0	8	5	1	2	0
ENSG00000269994	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000231007	1	9	14	0	7	1	4	13	0	7	0	9	5	2	0
ENSG00000224887	0	0	0	0	0	0	0	0	2	3	0	1	1	0	0
ENSG00000204446	10	5	7	9	16	2	5	7	4	7	7	4	3	19	0
ENSG00000212421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196730	9	33	26	8	7	25	16	11	19	2	11	32	41	9	0
ENSG00000219928	5	4	1	5	12	2	3	1	3	9	9	13	8	14	0
ENSG00000236709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135047	2199	1731	1351	1378	1472	3663	1881	1233	1620	1357	3207	2325	1485	1656	0
ENSG00000237747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232743	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234460	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
ENSG00000177992	10	1	0	0	0	7	0	2	0	0	6	0	0	1	0
ENSG00000230246	1	2	6	1	5	1	0	2	6	2	0	2	10	1	0
ENSG00000238110	0	0	1	0	0	0	1	0	0	1	0	1	1	3	0
ENSG00000283205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156345	189	256	247	230	258	292	259	184	270	232	433	426	396	308	1
ENSG00000271923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217716	3	4	4	4	3	5	4	2	7	6	18	42	27	41	4
ENSG00000287750	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225385	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000177910	1	1	3	2	0	1	0	1	0	1	0	1	2	3	0
ENSG00000276535	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000279154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204429	1	0	0	0	0	0	0	0	1	1	2	0	0	3	0
ENSG00000229288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226327	0	1	1	0	1	1	0	1	3	2	1	3	0	0	1
ENSG00000287769	23	32	35	27	35	45	33	31	47	30	32	34	38	44	0
ENSG00000106723	2213	2435	2547	2177	2234	3103	2898	2053	3341	2453	2864	3710	3318	2521	7
ENSG00000275017	0	1	0	0	0	1	0	1	0	0	0	0	3	3	0
ENSG00000227638	0	2	3	0	2	1	2	0	4	3	1	5	5	3	0
ENSG00000231804	0	0	1	0	0	1	0	0	0	0	0	0	6	0	0
ENSG00000130045	1	0	2	1	3	2	2	2	1	0	7	4	2	4	0
ENSG00000228189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213694	438	393	350	287	379	752	401	261	601	464	473	412	316	319	0
ENSG00000148082	83	97	93	101	94	49	25	33	49	26	158	122	114	132	0
ENSG00000224945	6	9	4	6	9	2	4	6	2	3	31	18	23	15	0
ENSG00000123975	261	312	366	290	271	359	372	384	298	257	307	468	534	415	1
ENSG00000265112	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0
ENSG00000187742	549	683	677	635	623	668	727	531	758	549	1251	1411	1456	1080	2
ENSG00000187764	513	1110	666	548	988	594	1061	509	1060	766	847	1501	824	698	0
ENSG00000231799	0	2	2	1	6	4	0	1	3	4	3	2	2	2	1
ENSG00000225460	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285907	1	2	1	0	0	0	1	0	0	0	0	1	0	2	0
ENSG00000130222	20	14	27	18	16	19	32	17	17	20	51	29	19	38	0
ENSG00000237372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226206	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000237626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185074	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000225072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231107	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000229613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165023	0	1	0	0	0	2	1	0	0	1	1	0	0	1	0
ENSG00000236316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270432	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000165025	753	901	574	1329	1301	1164	1030	470	1663	1435	998	1194	729	1510	3
ENSG00000287212	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000228216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260454	2	0	1	1	0	7	0	0	0	1	5	2	1	0	0
ENSG00000237422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230537	0	1	0	0	0	0	1	0	0	0	1	2	5	8	0
ENSG00000229694	0	1	0	1	1	0	0	0	0	0	4	0	0	3	0
ENSG00000235641	1	5	1	1	1	2	1	1	4	2	2	1	2	5	0
ENSG00000230147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000273381	0	0	1	1	1	0	3	0	1	0	3	5	3	0	0
ENSG00000148090	91	132	97	91	106	143	120	90	97	108	169	246	191	189	0
ENSG00000165030	690	1282	649	637	937	558	658	345	708	638	1020	2050	1060	855	3
ENSG00000233081	5	8	1	6	4	2	1	1	5	1	4	13	11	6	0
ENSG00000169071	231	65	13	6	8	389	55	17	10	8	323	51	16	2	0
ENSG00000228595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090054	1721	1975	1892	1753	1915	2429	2154	1607	2095	1920	2575	3217	3069	2418	4
ENSG00000227399	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0
ENSG00000237306	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000275756	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0
ENSG00000232179	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
ENSG00000228069	0	1	0	4	1	0	0	2	1	3	5	5	1	4	0
ENSG00000238288	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0
ENSG00000240791	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000227321	1	1	0	4	0	1	1	1	0	0	1	1	1	4	0
ENSG00000234537	4	5	6	4	2	2	11	4	0	3	24	30	22	15	0
ENSG00000225511	29	18	21	36	19	79	52	43	62	62	91	47	44	77	0
ENSG00000236717	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
ENSG00000224809	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000276717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236115	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000196305	3022	2696	3347	2877	2996	4225	2829	2630	2692	2719	3875	3791	4390	3351	6
ENSG00000281156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000198000	541	708	766	628	679	845	991	773	686	766	934	1276	1420	965	2
ENSG00000188312	38	103	92	71	48	37	89	100	52	40	60	127	143	62	0
ENSG00000229530	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000106809	110	59	30	0	2	240	93	50	1	5	145	72	54	4	0
ENSG00000127083	2	10	7	1	4	15	18	8	2	3	4	34	13	5	0
ENSG00000106819	32	22	1	2	2	44	34	5	2	10	50	62	5	1	0
ENSG00000106823	33	30	25	9	13	27	48	32	23	21	33	56	43	17	0
ENSG00000264158	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285650	0	0	1	0	1	0	0	0	0	1	1	1	3	2	0
ENSG00000127080	70	92	91	57	73	122	94	85	95	99	100	93	111	79	0
ENSG00000213669	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000185963	1745	2203	1995	1803	2022	2361	2431	1616	2546	2092	2521	2896	2417	2108	6
ENSG00000288062	1	2	0	2	3	2	2	0	0	1	4	1	6	6	0
ENSG00000288271	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000187984	5	4	15	17	8	9	7	5	12	10	13	29	34	21	0
ENSG00000252772	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275318	19	7	8	12	15	15	23	10	22	12	18	42	31	45	0
ENSG00000127081	87	116	132	129	132	150	169	121	199	150	132	189	210	170	1
ENSG00000226668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232843	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000188101	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000127084	1	1	2	1	1	0	2	0	0	1	0	1	2	0	0
ENSG00000157303	3	0	0	0	0	2	1	0	0	0	2	0	1	0	0
ENSG00000223446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165233	749	1050	851	715	783	948	1013	641	1083	726	1686	1709	1024	1137	1
ENSG00000131669	2261	2288	2202	1996	2029	3117	2673	1904	3007	2246	2438	2274	1597	1768	1
ENSG00000203364	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
ENSG00000165238	2	6	1	3	3	3	2	1	0	1	1	3	6	4	0
ENSG00000204352	0	0	2	0	0	0	1	0	0	4	3	6	1	6	1
ENSG00000200570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237385	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
ENSG00000188938	671	855	822	730	834	1026	1030	693	938	925	1050	1205	1120	910	0
ENSG00000048828	4313	4720	5075	4305	4635	6298	5341	4156	4445	4378	5669	6220	6101	4873	3
ENSG00000197724	1504	2130	1962	1817	2249	2058	2640	1755	2734	2281	1991	2432	2098	2001	2
ENSG00000283146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131668	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158079	207	245	178	193	257	285	308	177	318	286	389	443	441	331	0
ENSG00000227666	2	4	6	3	5	1	4	2	1	4	5	9	11	0	0
ENSG00000286834	0	1	2	1	1	0	1	0	5	2	9	8	7	8	1
ENSG00000286203	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000269929	14	10	18	16	9	13	20	14	23	11	67	84	71	56	0
ENSG00000199165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230262	0	1	0	0	0	0	1	0	5	0	7	5	2	2	0
ENSG00000199133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175787	30	26	38	38	25	27	33	30	61	31	69	70	83	80	0
ENSG00000237679	0	0	0	0	2	0	0	0	1	3	1	1	0	3	0
ENSG00000130950	2	0	0	0	0	10	0	0	0	0	1	2	5	1	0
ENSG00000232063	9	10	2	2	17	8	9	6	0	16	15	21	14	2	0
ENSG00000224815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282886	0	11	1	2	13	3	2	2	8	7	8	10	5	9	1
ENSG00000148110	1564	1887	1847	1660	1919	2221	2030	1549	1833	1729	2225	2889	2784	2093	7
ENSG00000278486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286850	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000224245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231806	0	1	2	0	0	0	1	1	0	1	0	0	4	0	0
ENSG00000130957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165140	14	19	14	13	17	10	21	14	11	20	11	15	17	12	0
ENSG00000288023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148120	1042	1997	1437	1344	2002	1460	2402	1343	2203	2368	2028	3700	2477	2083	6
ENSG00000252153	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000230815	0	0	0	0	0	0	0	1	0	0	4	0	6	2	0
ENSG00000236095	0	0	1	0	0	0	0	1	0	2	4	8	9	4	0
ENSG00000224764	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0
ENSG00000285807	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000274115	0	1	0	4	1	2	1	0	3	3	0	1	17	7	0
ENSG00000207563	0	1	1	0	0	2	1	1	1	1	5	6	5	2	0
ENSG00000207864	2	4	3	2	6	2	4	3	6	7	11	27	13	17	0
ENSG00000207617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158169	211	348	351	289	333	310	336	245	202	250	328	488	443	402	0
ENSG00000229065	0	0	1	0	0	1	1	0	0	0	5	2	4	3	0
ENSG00000223849	2	1	3	2	4	2	1	2	5	2	6	8	11	2	0
ENSG00000251884	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
ENSG00000230221	0	0	0	0	4	0	0	1	1	3	1	2	1	6	1
ENSG00000271384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000213761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185920	124	171	309	179	140	267	400	415	296	272	197	253	401	200	0
ENSG00000271314	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000271155	6	3	1	0	2	11	4	3	7	0	4	1	3	0	0
ENSG00000271659	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
ENSG00000229345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175611	67	51	71	65	58	87	68	66	64	88	97	64	116	80	0
ENSG00000268926	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000252847	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000182150	448	570	578	563	517	693	732	586	909	648	638	1011	1096	735	0
ENSG00000199202	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000237631	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0
ENSG00000225194	1	1	3	4	0	0	3	3	0	2	1	0	1	5	0
ENSG00000237212	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000201938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275465	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000287187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224546	51	54	42	22	35	49	58	38	65	24	47	109	58	104	3
ENSG00000130948	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000285269	1	4	1	2	0	0	4	3	0	0	14	9	10	6	0
ENSG00000232283	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000207276	0	2	0	0	0	0	1	0	0	0	1	0	1	3	0
ENSG00000130958	216	297	299	250	252	300	333	226	222	281	391	459	399	314	0
ENSG00000165244	95	224	217	152	218	110	219	150	270	162	149	339	315	189	0
ENSG00000238251	0	1	3	3	1	0	2	0	3	11	3	3	1	3	0
ENSG00000286835	0	3	6	8	8	1	13	2	7	8	13	19	14	11	1
ENSG00000287302	0	1	0	0	1	2	0	0	0	0	0	0	2	0	0
ENSG00000130956	689	842	763	665	902	841	917	670	958	937	1530	1575	1245	1147	1
ENSG00000081377	1063	1508	1338	1204	1383	1629	1880	1135	1495	1416	1580	2184	2107	1377	5
ENSG00000158122	629	731	724	572	732	945	989	629	1008	804	700	1025	999	723	0
ENSG00000224848	15	22	45	46	33	25	21	39	21	15	38	41	56	39	0
ENSG00000233820	4	0	7	6	3	10	2	3	10	5	7	5	21	21	0
ENSG00000081386	243	354	277	297	312	404	407	296	459	399	312	401	444	323	1
ENSG00000196597	27	37	34	59	60	53	74	44	61	75	69	81	77	57	0
ENSG00000196312	273	512	598	536	436	397	670	513	586	421	784	1000	1261	1046	0
ENSG00000269907	1	0	0	1	2	1	0	0	1	3	2	2	3	3	1
ENSG00000227257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188152	6	3	5	2	3	8	3	1	7	5	36	17	15	10	0
ENSG00000236745	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000136943	9	6	7	4	7	23	20	16	27	6	17	13	16	12	0
ENSG00000197214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228376	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000228038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213612	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000277103	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000159712	0	1	1	2	1	0	0	1	0	0	2	0	3	0	0
ENSG00000252721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242375	5	0	2	1	4	2	0	1	6	1	7	14	9	9	0
ENSG00000188801	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
ENSG00000203279	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0
ENSG00000235494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254876	7	11	12	9	8	7	6	5	6	8	20	27	35	23	0
ENSG00000255036	1	2	3	0	1	2	3	5	0	1	1	3	2	4	0
ENSG00000254483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197816	3	17	17	19	23	17	13	21	13	16	77	87	85	69	0
ENSG00000221269	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0
ENSG00000228957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286375	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0
ENSG00000196116	407	522	632	500	556	744	722	587	610	600	604	875	896	630	3
ENSG00000136842	6	1	7	4	2	8	3	12	14	6	5	2	15	3	0
ENSG00000228174	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000136925	329	366	397	386	428	416	412	357	517	466	374	482	501	383	0
ENSG00000136937	1098	1113	1234	1166	1219	1547	1344	1113	1315	1211	1377	1647	1710	1432	0
ENSG00000231521	0	0	0	0	1	0	0	0	0	0	2	2	1	1	0
ENSG00000136936	132	172	165	134	175	188	159	153	209	200	275	323	315	247	0
ENSG00000214417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260677	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178919	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0
ENSG00000136932	192	224	203	200	215	245	237	222	328	239	294	344	357	299	0
ENSG00000201830	0	0	0	2	1	2	0	1	1	0	0	2	4	2	0
ENSG00000287070	0	0	1	0	0	0	0	0	0	1	0	2	4	1	0
ENSG00000136929	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000136938	2281	2663	2687	2544	2927	3341	3311	2457	3608	3117	3029	4062	3587	3345	4
ENSG00000236896	0	0	0	1	0	0	2	2	0	0	1	0	8	1	0
ENSG00000212521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000095380	567	486	586	479	569	809	568	437	555	519	939	737	729	671	0
ENSG00000106785	763	828	854	690	1002	887	918	700	1145	901	843	938	1055	744	1
ENSG00000274011	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000106789	773	1010	1472	966	1115	1179	1393	1418	1702	1302	871	1046	1452	1020	2
ENSG00000095383	219	209	243	210	197	369	228	252	266	248	359	255	269	228	0
ENSG00000278412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224001	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000136928	18	4	2	3	1	11	0	1	3	2	14	0	3	0	0
ENSG00000229897	3	5	3	0	11	0	6	2	4	6	0	4	0	0	0
ENSG00000165138	359	419	363	322	379	475	395	292	426	339	599	564	489	427	0
ENSG00000285706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119514	8	10	11	7	12	15	10	5	7	8	12	19	13	9	0
ENSG00000267026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204291	26645	43995	38813	27231	29367	22714	29911	20771	19141	17620	30294	47541	36231	25556	39
ENSG00000270412	43	43	67	36	57	37	47	38	46	39	17	32	13	24	0
ENSG00000106799	2194	2444	2440	2399	2787	3169	2938	2026	4540	2946	2899	3301	3255	2960	6
ENSG00000252942	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0
ENSG00000227269	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000240235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000119523	623	604	593	518	667	858	611	496	677	562	896	917	863	771	1
ENSG00000106803	1527	1386	1311	1216	1467	1855	1298	979	1298	1072	1852	1600	1229	1259	0
ENSG00000222337	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000255815	0	2	0	0	0	0	0	1	0	0	0	0	0	3	0
ENSG00000271086	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000277828	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000287955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237461	0	4	1	1	3	0	0	1	0	0	3	2	3	3	0
ENSG00000255145	2	3	1	3	9	1	0	0	3	2	1	5	9	3	0
ENSG00000234860	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ENSG00000119508	13	20	15	20	19	25	29	12	27	27	18	16	17	36	0
ENSG00000136874	438	558	528	485	531	740	705	477	845	659	534	663	760	570	1
ENSG00000254571	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000023318	1220	1419	1327	1289	1454	1610	1513	1142	1148	1175	1462	1914	1714	1547	2
ENSG00000234709	2	2	2	2	3	1	3	2	1	2	9	1	3	9	0
ENSG00000119509	434	510	483	484	459	478	502	406	288	377	431	589	660	506	0
ENSG00000239908	0	0	1	1	1	3	0	1	0	0	2	2	2	3	0
ENSG00000238172	0	1	0	0	3	0	1	2	2	0	3	0	2	0	0
ENSG00000270995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231697	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0
ENSG00000136891	594	601	628	646	673	891	766	564	793	684	867	1060	1054	871	4
ENSG00000066697	810	656	796	647	714	1126	723	585	1024	626	1162	992	1160	831	2
ENSG00000251349	4	1	5	4	0	1	0	3	2	1	1	0	1	0	0
ENSG00000241697	4	2	3	3	5	9	3	1	4	1	9	3	1	3	0
ENSG00000170681	33	19	37	31	31	48	15	16	13	17	60	58	62	53	0
ENSG00000200966	1	0	0	0	0	0	0	1	1	0	3	1	3	1	0
ENSG00000237999	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
ENSG00000230161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000148123	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000238143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230328	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000136881	1	0	0	0	0	0	1	1	1	4	1	1	3	0	0
ENSG00000234502	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
