"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"ENSG00000223467.2",1,0,0,0,0,0,1,0,0,1
"ENSG00000223469.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223470.3",0,0,0,0,1,0,0,0,0,0
"ENSG00000223475.1",0,0,0,1,0,0,0,0,0,0
"ENSG00000223476.1",1,1,0,1,1,0,0,0,0,0
"ENSG00000223478.1",14,14,21,12,22,30,59,79,65,58
"ENSG00000223479.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223482.8",472,447,497,480,394,645,649,742,745,537
"ENSG00000223484.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223484.7_PAR_Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000223485.4",66,54,32,28,8,1,4,0,1,0
"ENSG00000223486.1",1,0,0,0,0,0,3,1,1,0
"ENSG00000223487.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223488.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223489.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223490.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223492.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223495.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223496.3",824,583,558,646,601,1147,968,759,884,555
"ENSG00000223497.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223498.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223500.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223501.9",851,1200,1138,1059,1215,1089,950,1586,1559,1451
"ENSG00000223502.1",0,1,1,0,0,0,2,0,0,0
"ENSG00000223503.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223504.1",0,0,0,1,0,0,1,0,2,0
"ENSG00000223505.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223506.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223508.5",67,46,61,56,49,43,19,19,18,23
"ENSG00000223509.8",18,37,23,21,37,40,34,22,38,21
"ENSG00000223510.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223511.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223511.7_PAR_Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000223513.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223514.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223516.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223517.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223518.5",0,0,0,3,1,0,0,0,0,0
"ENSG00000223519.8",0,0,0,0,0,0,0,0,0,0
"ENSG00000223522.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223523.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000223525.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223528.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223529.1",1,2,3,0,5,6,8,4,1,3
"ENSG00000223530.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223534.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223536.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223537.3",0,0,0,0,0,0,2,1,0,0
"ENSG00000223538.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223539.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000223540.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000223542.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223543.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223544.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000223546.7",22,33,35,38,29,36,23,20,13,20
"ENSG00000223547.10",96,110,109,122,122,110,240,241,121,93
"ENSG00000223548.1",0,1,0,2,1,0,1,0,0,0
"ENSG00000223549.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223550.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223551.1",3,1,3,4,8,1,0,1,0,2
"ENSG00000223552.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223553.6",0,0,0,0,0,1,0,0,0,1
"ENSG00000223554.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223555.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223558.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223559.1",7,5,4,7,2,4,15,7,5,3
"ENSG00000223561.7",0,0,1,0,0,1,0,0,0,0
"ENSG00000223563.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223564.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223565.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223566.1",0,0,0,0,5,0,0,0,0,0
"ENSG00000223568.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223569.6",0,0,0,1,0,0,0,0,0,0
"ENSG00000223570.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223571.6",0,0,0,1,1,0,0,0,2,0
"ENSG00000223571.6_PAR_Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000223572.9",0,0,0,0,0,4,0,2,3,6
"ENSG00000223573.7",1,4,5,3,8,18,40,9,25,7
"ENSG00000223574.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223575.2",0,0,0,0,0,0,0,0,0,1
"ENSG00000223576.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223581.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223583.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223584.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223586.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223587.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223589.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223591.5",0,0,0,2,0,0,0,0,1,0
"ENSG00000223592.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223593.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223595.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223597.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223598.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223599.1",1,0,1,0,1,0,0,1,1,0
"ENSG00000223600.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223601.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223602.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223603.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223604.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223605.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223608.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223609.11",0,0,0,0,0,0,0,0,0,0
"ENSG00000223611.5",1,0,0,0,0,0,0,0,0,0
"ENSG00000223612.3",94,58,77,64,57,27,40,31,32,43
"ENSG00000223614.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223615.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223617.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223619.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223620.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223621.1",0,0,0,0,1,0,0,0,0,1
"ENSG00000223622.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223623.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223624.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223625.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223626.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223628.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223629.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223631.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223634.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223635.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000223636.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223637.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223638.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223640.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223641.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223642.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223646.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223647.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223648.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000223649.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223650.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223651.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223652.2",1,4,0,0,1,0,0,0,0,0
"ENSG00000223653.6",2,1,1,1,3,0,4,4,0,1
"ENSG00000223655.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223656.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223657.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223658.8",4,2,1,5,6,11,15,14,24,14
"ENSG00000223660.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223662.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223663.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223665.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223668.1",0,0,0,0,0,2,0,0,0,1
"ENSG00000223669.1",0,0,0,0,0,0,59,9,13,0
"ENSG00000223671.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223672.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223675.1",0,0,0,0,0,0,2,1,0,0
"ENSG00000223676.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223677.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223679.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223683.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000223684.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223685.6",9,2,1,3,1,9,4,3,6,4
"ENSG00000223688.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223691.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223692.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223694.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223695.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000223697.3",1,2,0,0,0,0,0,0,0,1
"ENSG00000223698.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223701.3",0,0,0,2,0,0,0,0,0,0
"ENSG00000223702.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223703.1",2,0,0,0,0,2,0,0,0,0
"ENSG00000223704.2",3,2,5,5,1,7,12,5,5,1
"ENSG00000223705.9",81,203,162,233,105,343,188,180,294,288
"ENSG00000223707.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223709.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223710.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223711.1",0,1,0,1,1,0,2,2,0,0
"ENSG00000223714.1",0,0,0,2,0,0,5,3,4,2
"ENSG00000223715.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223716.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223717.1",0,0,0,0,0,0,1,0,0,0
"ENSG00000223718.3",0,0,1,0,0,0,0,0,0,0
"ENSG00000223719.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223720.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223721.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223722.3",1,1,2,1,0,5,6,0,7,2
"ENSG00000223723.1",1,0,0,0,0,1,0,1,0,0
"ENSG00000223724.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223725.6",0,1,0,1,0,0,3,0,0,0
"ENSG00000223726.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223727.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223728.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223729.1",0,2,0,1,0,0,0,0,0,0
"ENSG00000223730.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223731.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000223732.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223733.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223734.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223735.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223738.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223739.1",0,0,0,0,0,0,0,0,1,0
"ENSG00000223740.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223741.1",0,0,1,0,0,0,0,0,0,0
"ENSG00000223742.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223744.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223745.8",38,68,79,81,37,72,121,108,87,86
"ENSG00000223746.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223749.10",80,61,64,63,27,19,21,15,38,51
"ENSG00000223750.1",0,0,0,0,0,0,5,1,0,0
"ENSG00000223751.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223753.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223754.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223756.6",0,5,11,3,1,0,3,2,3,0
"ENSG00000223760.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000223761.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223764.2",6,0,0,0,0,0,0,0,0,0
"ENSG00000223765.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223768.2",653,671,631,630,546,1218,1089,1651,704,612
"ENSG00000223770.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223772.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223773.7",24,44,38,23,22,41,92,149,68,66
"ENSG00000223773.7_PAR_Y",0,0,0,0,0,0,0,0,0,0
"ENSG00000223774.5",3,2,1,3,3,1,2,3,0,2
"ENSG00000223776.5",2,3,2,3,0,3,8,11,6,2
"ENSG00000223777.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223779.6",0,0,0,0,0,0,0,0,0,0
"ENSG00000223782.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223783.1",0,0,0,0,0,0,0,2,0,0
"ENSG00000223784.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223786.1",0,0,0,0,0,0,0,1,0,0
"ENSG00000223787.2",1,0,0,1,1,0,0,0,0,0
"ENSG00000223788.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000223791.1",0,2,1,1,0,1,3,0,4,0
"ENSG00000223794.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223795.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223797.6",38,43,59,42,59,48,57,99,81,56
"ENSG00000223799.1",3,4,4,0,6,5,3,2,2,3
"ENSG00000223800.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223802.7",1256,1725,1234,1234,1751,391,1021,894,878,1042
"ENSG00000223803.1",3,7,0,3,17,11,15,16,30,15
"ENSG00000223804.5",12,1,3,6,17,63,7,37,58,38
"ENSG00000223806.8",0,0,0,0,0,0,0,0,0,0
"ENSG00000223807.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223808.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223809.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223810.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223811.1",1,1,5,2,0,0,0,0,0,0
"ENSG00000223812.8",23,26,11,46,5,0,0,0,0,0
"ENSG00000223813.3",0,0,2,1,1,1,1,0,1,0
"ENSG00000223814.1",0,4,0,2,4,0,0,0,0,0
"ENSG00000223815.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223816.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223817.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223819.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223820.5",11,14,10,18,7,14,16,22,21,17
"ENSG00000223821.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223822.2",0,4,1,0,7,2,1,4,1,1
"ENSG00000223823.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223824.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223825.5",0,0,1,1,1,1,0,1,0,0
"ENSG00000223826.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223828.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223829.6",0,0,0,0,0,2,4,0,0,0
"ENSG00000223831.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223834.5",2,3,1,0,3,2,2,2,1,0
"ENSG00000223836.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223837.2",0,1,0,0,0,0,0,0,1,0
"ENSG00000223838.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223839.8",0,10,9,15,4,2,2,0,0,0
"ENSG00000223841.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223842.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223843.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223845.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223847.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223849.1",0,1,2,1,3,0,0,0,0,0
"ENSG00000223850.1",0,0,0,0,0,0,3,0,1,4
"ENSG00000223855.2",9,10,5,10,2,1,0,0,0,0
"ENSG00000223856.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223859.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223861.1",0,4,1,1,2,3,5,4,5,0
"ENSG00000223863.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223864.1",0,0,0,0,1,1,0,0,1,0
"ENSG00000223865.11",5805,7177,8068,6246,4752,336,525,314,317,177
"ENSG00000223866.1",0,0,0,0,0,1,0,0,0,0
"ENSG00000223867.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223869.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223870.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223872.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223873.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223874.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223875.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223876.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223877.4",0,0,0,0,0,0,0,0,2,0
"ENSG00000223878.1",0,2,0,1,0,0,0,0,0,0
"ENSG00000223880.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223881.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223882.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223883.2",1,0,0,0,0,0,0,0,0,0
"ENSG00000223884.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223885.4",0,0,0,0,0,1,0,0,0,0
"ENSG00000223886.3",0,0,0,0,0,0,1,0,2,0
"ENSG00000223889.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223890.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223891.6",198,249,206,216,228,88,300,460,293,297
"ENSG00000223893.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223896.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223897.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223899.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223901.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223903.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223904.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223905.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223906.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223908.5",0,0,1,0,0,0,0,0,1,1
"ENSG00000223910.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223911.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223912.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223914.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000223915.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223916.1",0,0,0,0,0,2,0,0,0,1
"ENSG00000223917.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223918.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223920.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223921.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223922.1",0,1,0,2,0,0,0,2,0,1
"ENSG00000223923.2",0,0,0,0,0,4,16,8,10,8
"ENSG00000223928.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223930.7",0,0,0,0,0,0,0,0,0,0
"ENSG00000223931.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223935.3",0,1,1,2,1,0,2,0,0,0
"ENSG00000223940.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223941.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223942.2",0,0,0,0,0,1,0,0,0,1
"ENSG00000223944.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000223945.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223946.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223947.1",0,0,0,0,0,0,1,0,1,1
"ENSG00000223948.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223949.7",3,1,1,0,0,0,0,0,0,0
"ENSG00000223951.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223953.6",229,280,199,154,212,62,346,445,106,290
"ENSG00000223955.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223956.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223958.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223959.8",156,293,267,253,199,366,191,266,393,340
"ENSG00000223960.7",234,390,352,304,303,444,326,335,566,329
"ENSG00000223962.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223963.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223965.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223966.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223967.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223968.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223969.6",0,2,0,0,2,0,0,0,0,0
"ENSG00000223970.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223972.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000223973.2",1,0,0,0,0,0,0,0,0,0
"ENSG00000223974.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223975.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223976.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223977.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223978.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223979.2",0,0,0,2,0,2,0,0,1,0
"ENSG00000223982.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000223984.1",0,0,0,0,5,0,0,1,2,0
"ENSG00000223985.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223986.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223987.1",0,0,0,0,0,0,0,0,0,1
"ENSG00000223989.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223991.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223993.2",0,0,0,0,0,0,1,0,0,0
"ENSG00000223995.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000223997.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000223999.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224000.1",2,0,0,0,0,0,0,0,0,0
"ENSG00000224001.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224003.1",0,0,0,0,0,0,1,0,0,3
"ENSG00000224004.2",1,1,0,0,1,0,0,0,0,1
"ENSG00000224007.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224008.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224011.1",0,0,0,0,0,1,0,1,1,0
"ENSG00000224012.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000224014.1",0,0,0,1,1,0,0,0,0,1
"ENSG00000224015.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224016.2",2,0,0,1,0,0,0,0,1,0
"ENSG00000224017.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224018.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224019.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224020.1",5,3,4,0,12,1,4,18,5,17
"ENSG00000224023.10",19,27,13,24,28,21,69,63,49,38
"ENSG00000224025.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224027.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224028.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224029.1",0,0,2,0,1,0,0,0,0,0
"ENSG00000224031.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224032.7",164,226,176,184,244,340,489,662,406,508
"ENSG00000224033.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224034.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224035.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224038.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224039.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224040.1",0,0,1,0,0,1,0,0,0,0
"ENSG00000224041.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000224042.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224043.8",40,54,67,63,72,31,21,32,34,30
"ENSG00000224045.1",0,0,0,0,0,5,0,0,1,0
"ENSG00000224046.2",0,6,1,2,1,2,9,5,5,3
"ENSG00000224048.6",0,0,0,0,2,0,0,0,0,0
"ENSG00000224049.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224051.7",598,667,669,485,666,741,838,925,818,800
"ENSG00000224054.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224055.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224057.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224058.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224059.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224060.3",0,1,0,0,1,1,0,0,0,0
"ENSG00000224061.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000224062.4",0,0,0,0,0,0,0,0,0,0
"ENSG00000224063.6",3,0,0,0,0,1,0,0,0,2
"ENSG00000224064.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224065.2",0,0,0,0,0,0,0,0,0,0
"ENSG00000224066.1",0,2,4,0,0,8,8,0,1,4
"ENSG00000224067.2",0,0,0,0,1,0,0,0,0,0
"ENSG00000224069.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224070.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224071.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224072.1",0,0,0,0,1,0,0,0,0,0
"ENSG00000224074.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000224075.2",1,0,0,0,0,0,1,1,1,0
"ENSG00000224076.5",0,0,0,0,0,0,0,0,0,0
"ENSG00000224077.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224078.15",807,855,854,893,773,879,1144,1032,1083,1145
"ENSG00000224079.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224080.1",5,5,1,4,1,6,10,2,1,0
"ENSG00000224081.9",3,24,13,17,17,24,109,89,83,60
"ENSG00000224082.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224083.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224085.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000224086.6",45,54,27,50,49,22,12,18,21,18
"ENSG00000224087.1",0,0,0,0,0,0,0,0,0,0
"ENSG00000224089.3",0,0,0,0,0,0,0,0,0,0
"ENSG00000224090.1",0,0,0,0,0,0,0,0,0,0
