GeneID GeneName log2FC P.Value adj.P.Value
ENSG00000003249 DBNDD1 1.2430950932514464 0.005590622564708997 0.02036307841765471
ENSG00000003393 ALS2 -0.01682753312117648 0.9999977515885207 1
ENSG00000003402 CFLAR -0.8566088643996281 0.037076433194732625 0.11173059301272781
ENSG00000003436 TFPI -0.46134602669901353 0.5138960092714063 0.9733349913310829
ENSG00000003509 NDUFAF7 -0.6549853033439209 0.3092653163463164 0.6719042145314559
ENSG00000003756 RBM5 -0.04625143561539764 0.9999959606093961 1
ENSG00000003987 MTMR7 -0.535331424219495 0.479015116664811 0.9264298368247569
ENSG00000003989 SLC7A2 3.687252370150904 2.1779895942255265e-28 5.440280042472813e-27
ENSG00000004059 ARF5 0.22754590456633184 0.9791569377449457 1
ENSG00000004139 SARM1 -0.28065912986391894 0.9690175741130275 1
ENSG00000004142 POLDIP2 0.6698929522353223 0.11158620447797943 0.2910528951225889
ENSG00000004399 PLXND1 -1.9421314713686377 5.34530652038405e-8 3.626699853321958e-7
ENSG00000004455 AK2 1.4968644200624606 6.313670294658711e-21 1.0698163554838371e-19
ENSG00000004478 FKBP4 1.1484526502597365 1.1113278117949806e-4 5.247266161883688e-4
ENSG00000004487 KDM1A -0.12229684209096987 0.9999998972533717 1
ENSG00000004534 RBM6 -0.432944380350232 0.8200894919131201 1
ENSG00000004660 CAMKK1 -0.29567691442481925 0.8765594533869272 1
ENSG00000004700 RECQL -0.35259158040060506 0.8998022055352666 1
ENSG00000004766 VPS50 0.25595850196288833 0.9998990519138817 1
ENSG00000004776 HSPB6 1.6634686313466558 0.004294056877722732 0.015951320260514892
ENSG00000004777 ARHGAP33 -0.466180920632102 0.6117771062964531 1
ENSG00000004779 NDUFAB1 0.8864431210732951 0.0018804862770741466 0.007418255939853424
ENSG00000004799 PDK4 7.306813855291033 6.322860241624049e-35 2.1220641949929364e-33
ENSG00000004838 ZMYND10 -0.4289246572840725 0.6003843587477712 1
ENSG00000004846 ABCB5 10.957740169715144 2.141450475445934e-235 2.068284250868198e-232
ENSG00000004864 SLC25A13 0.01610237067694487 0.999999684102911 1
ENSG00000004866 ST7 4.72671716199701 1.6096715652284168e-130 4.0556724871733375e-128
ENSG00000004897 CDC27 -0.0717840327870852 0.9994287394313366 1
ENSG00000004961 HCCS 0.20287505133488382 0.9874407974484944 1
ENSG00000004975 DVL2 0.8308247068241968 0.02415639644940795 0.0767048314653803
ENSG00000005007 UPF1 0.055500723415651626 0.999862921791596 1
ENSG00000005020 SKAP2 0.6381596933125259 0.36992472420284683 0.7698277867209112
ENSG00000005022 SLC25A5 0.7876101811121519 0.09435723270991028 0.2527971167609478
ENSG00000005059 MCUB -2.7869148750815795 2.0022535077926427e-5 1.0350632540284002e-4
ENSG00000005075 POLR2J -0.06876230852535083 0.9995099280492675 1
ENSG00000005100 DHX33 0.4909211961281205 0.7178336218597767 1
ENSG00000005108 THSD7A -5.87221278732175 1.1008870468443273e-53 6.62246412089572e-52
ENSG00000005156 LIG3 -0.08445151423967368 0.9999999706210875 1
ENSG00000005175 RPAP3 -0.11135793994229227 0.9995096445046379 1
ENSG00000005189 REXO5 0.7681442389988585 0.20436754322176964 0.48286623252384686
ENSG00000005194 CIAPIN1 0.23081911806351738 0.9999353084836509 1
ENSG00000005206 SPPL2B -0.8015633619114981 0.06464974643665565 0.18242750232125604
ENSG00000005238 ATOSB -0.3206348384231147 0.9846229957970207 1
ENSG00000005243 COPZ2 -0.12221694872154859 0.994002208457457 1
ENSG00000005249 PRKAR2B -0.4430153132983557 0.6956641426712659 1
ENSG00000005302 MSL3 -0.024551680917952724 0.9999999999999833 1
ENSG00000005339 CREBBP -0.4968390983040344 0.7347877537719744 1
ENSG00000005379 TSPOAP1 0.7932949849346029 0.200135723315029 0.4744149917959884
ENSG00000005436 GCFC2 -0.8868152950330794 0.011289843257585691 0.03868991228723186
ENSG00000005448 WDR54 -0.3160687780864392 0.9371020702307236 1
ENSG00000005469 CROT 0.5224223662118735 0.6421105079239018 1
ENSG00000005471 ABCB4 3.0976319956903526 1.1925823290638508e-8 8.606493894053568e-8
ENSG00000005483 KMT2E -1.0830899749172056 4.548256064181314e-7 2.809930052444639e-6
ENSG00000005486 RHBDD2 1.0214800691698402 0.013757917552840173 0.04639794309527185
ENSG00000005513 SOX8 -4.085716565667392 4.74666073804195e-18 6.969653456998251e-17
ENSG00000005700 IBTK -0.26057275518806355 0.9809167140172556 1
ENSG00000005801 ZNF195 -0.42707536865010554 0.843564449660522 1
ENSG00000005810 MYCBP2 0.31198000978560553 0.9338746154397756 1
ENSG00000005812 FBXL3 -1.5767698267340906 6.718539448868791e-27 1.5594366931720152e-25
ENSG00000005882 PDK2 0.3349560664185739 0.8419997490583024 1
ENSG00000005884 ITGA3 -3.510050097951916 3.6457393331655793e-25 7.834509061444203e-24
ENSG00000005889 ZFX -0.5293325247893783 0.6672178001388909 1
ENSG00000005893 LAMP2 -0.40443036500293494 0.9566275955674299 1
ENSG00000006007 GDE1 0.19879547846968443 0.9999481214689657 1
ENSG00000006015 REX1BD 0.24566726532686248 0.9967048329129 1
ENSG00000006016 CRLF1 -4.937517943134175 1.5711052568504214e-10 1.3317242754921782e-9
ENSG00000006025 OSBPL7 0.38406678773302194 0.7858379622103941 1
ENSG00000006042 TMEM98 1.2909247575677227 4.75844060257169e-4 0.0020624654668588587
ENSG00000006047 YBX2 3.7841675578562186 4.963771501357023e-5 2.448089859605442e-4
ENSG00000006062 MAP3K14 -0.5027148563282415 0.6965102330801768 1
ENSG00000006118 TMEM132A 0.42806250022059256 0.6635902279897451 1
ENSG00000006125 AP2B1 0.1371007843648362 0.9999999663603103 1
ENSG00000006128 TAC1 -8.739989379341077 3.749363731394357e-72 3.52338856596167e-70
ENSG00000006194 ZNF263 0.16141757195479262 0.9998613946232522 1
ENSG00000006210 CX3CL1 1.4391084859180576 0.002206707675221826 0.008611360927885846
ENSG00000006282 SPATA20 1.392431705757921 2.149976212821378e-5 1.1091197762581501e-4
ENSG00000006327 TNFRSF12A -5.776433645123732 2.3828258173214125e-30 6.472722942833243e-29
ENSG00000006377 DLX6 -11.70139411958036 1.1974779838795853e-20 1.995987991346749e-19
ENSG00000006432 MAP3K9 4.4207997607049245 1.1461676843530283e-13 1.2407300867046947e-12
ENSG00000006451 RALA -0.1472579334998164 0.9997732213619275 1
ENSG00000006453 BAIAP2L1 5.960570228391144 4.378898882440397e-44 2.0192879859741722e-42
ENSG00000006459 KDM7A -0.31208516838487627 0.9379460323061302 1
ENSG00000006468 ETV1 -2.99370054587419 1.5143287109936285e-8 1.0811747285677302e-7
ENSG00000006530 AGK 0.348421237919419 0.9996086405383128 1
ENSG00000006534 ALDH3B1 0.288124587797913 0.9480147488477036 1
ENSG00000006576 PHTF2 0.01040053392608337 0.9997952100888576 1
ENSG00000006607 FARP2 0.5973838568369119 0.423094200886997 0.850640994844506
ENSG00000006625 GGCT 0.863282370486121 0.003496217883804213 0.013177438192479242
ENSG00000006634 DBF4 -0.19259790993174725 0.929982216542222 1
ENSG00000006638 TBXA2R -3.57419820713101 4.498398587665759e-25 9.60745202046305e-24
ENSG00000006652 IFRD1 -1.3408720442565583 4.3232363260978246e-4 0.0018860593106451865
ENSG00000006695 COX10 0.10639708052419339 0.9999720615271316 1
ENSG00000006704 GTF2IRD1 -0.025011459429994207 0.9999947544380314 1
ENSG00000006712 PAF1 -0.13198411385071515 0.9999127516774355 1
ENSG00000006715 VPS41 0.5547967475251538 0.6377146120370009 1
ENSG00000006740 ARHGAP44 -0.12143694893383185 0.8765173172554587 1
ENSG00000006744 ELAC2 0.6204186392576924 0.30290843166882186 0.6613164742637785
ENSG00000006747 SCIN 2.9695846437774427 1.1396989200456218e-4 5.369914956775494e-4
ENSG00000006756 ARSD 0.36248853578441326 0.8637036015750229 1
ENSG00000006757 PNPLA4 2.8958793147547617 4.9227814149228736e-17 6.830211883354682e-16
ENSG00000006831 ADIPOR2 1.7679818319939358 2.055599248708728e-12 2.013329179650774e-11
ENSG00000006837 CDKL3 0.3134104812965871 0.783168619193457 1
ENSG00000007047 MARK4 0.6623773930966834 0.2812120377022141 0.6238966862694189
ENSG00000007062 PROM1 10.246862367584935 2.2753829523658403e-16 3.0002378269795056e-15
ENSG00000007080 CCDC124 -0.08252821245921547 0.9999993257605153 1
ENSG00000007168 PAFAH1B1 -0.49830105076676695 0.8720601352521271 1
ENSG00000007171 NOS2 3.0388759335873217 0.0020756652926085116 0.008134680142470463
ENSG00000007174 DNAH9 -5.753437490725969 1.580679017322838e-45 7.591189148109818e-44
ENSG00000007202 BLTP2 0.16879890047342602 0.9999045331352708 1
ENSG00000007237 GAS7 -2.8443600633755617 2.121519649925703e-28 5.306851671073144e-27
ENSG00000007255 TRAPPC6A 1.3872644188542176 3.385478691405194e-4 0.0014999120043343347
ENSG00000007312 CD79B 1.7472750067597953 0.0017724230494524694 0.0070222367171219645
ENSG00000007341 ST7L 0.01645675376728679 0.9988603366984643 1
ENSG00000007376 RPUSD1 0.5313025869638379 0.615008921459408 1
ENSG00000007384 RHBDF1 -2.1988274787370914 3.0400560505646394e-14 3.4453307978530806e-13
ENSG00000007392 LUC7L -0.7208579670269455 0.19273850055283068 0.46064872588822675
ENSG00000007402 CACNA2D2 1.178939513748784 0.051386473082932545 0.14926546943137547
ENSG00000007516 BAIAP3 -2.252919578530799 6.348546035886175e-7 3.864477340121889e-6
ENSG00000007520 TSR3 0.15984016677601176 0.9996195140991269 1
ENSG00000007541 PIGQ 0.5640240014020713 0.5209675702180874 0.9827496970748101
ENSG00000007545 CRAMP1 -0.6823309872378117 0.13675536509976166 0.34672481001303146
ENSG00000007866 TEAD3 -0.6890902045439317 0.24856793616598272 0.5659184874601375
ENSG00000007923 DNAJC11 0.5180624849837051 0.7737373628463247 1
ENSG00000007944 MYLIP 1.1251193547242109 0.0013959307285425107 0.0056241612319146116
ENSG00000007968 E2F2 -0.29319642791051803 0.5999710884976199 1
ENSG00000008018 PSMB1 0.09084205017971132 0.9999970366304874 1
ENSG00000008056 SYN1 -0.9704823076816285 0.1390010483280684 0.35154687593591344
ENSG00000008083 JARID2 0.6471461294998959 0.2243857883671367 0.5209597931039893
ENSG00000008086 CDKL5 -1.6929127111302826 4.558885688085794e-13 4.689717614637369e-12
ENSG00000008118 CAMK1G 5.66358698557866 3.157368133705701e-10 2.6163415159424986e-9
ENSG00000008128 CDK11A 0.09642364986899411 0.995609832105089 1
ENSG00000008130 NADK 1.1045287102510866 5.880771449767627e-13 5.989291836802004e-12
ENSG00000008196 TFAP2B -14.045926371119844 1.0680522561843327e-33 3.4513175601792983e-32
ENSG00000008256 CYTH3 0.30841216728521664 0.9352929413853477 1
ENSG00000008277 ADAM22 -2.0493548004927242 4.138255740948067e-4 0.0018099012844372865
ENSG00000008282 SYPL1 -0.14050918870696755 0.9988095201506361 1
ENSG00000008283 CYB561 -0.2980574677407429 0.9989174428515395 1
ENSG00000008294 SPAG9 -0.4640289222456988 0.8772363330179586 1
ENSG00000008300 CELSR3 -0.3283869969684726 0.7838318277350653 1
ENSG00000008311 AASS -0.8318164866643633 0.045826071540347055 0.13506362426038845
ENSG00000008323 PLEKHG6 -0.8088880366783416 0.21558584721271168 0.5036226758657608
ENSG00000008324 SS18L2 0.9417487832931473 0.0016939273641579896 0.006735802201712408
ENSG00000008382 MPND 0.2989259255164415 0.8308356846615852 1
ENSG00000008394 MGST1 4.588626153197863 8.661550369503884e-10 6.905598498111365e-9
ENSG00000008405 CRY1 -0.4850155355071851 0.6942194361219052 1
ENSG00000008441 NFIX -1.3291375931951814 1.8919106906761982e-13 2.010444215000349e-12
ENSG00000008513 ST3GAL1 0.06701016582735529 0.9999350965589984 1
ENSG00000008516 MMP25 1.0123842773639404 0.12083568582492614 0.31232952692036
ENSG00000008517 IL32 -7.169693668713166 4.126393635667873e-20 6.710697226949109e-19
ENSG00000008710 PKD1 -1.2626764896491613 2.2796182622987082e-5 1.1725196298835219e-4
ENSG00000008735 MAPK8IP2 4.045575325440678 1.8527876698912327e-33 5.93199146244182e-32
ENSG00000008838 MED24 0.08443905967173498 0.9999999994775687 1
ENSG00000008853 RHOBTB2 0.4362737539235817 0.914834272361543 1
ENSG00000008869 HEATR5B 0.08972392533113954 0.9999974655128804 1
ENSG00000008952 SEC62 -0.08086567831837146 0.9999876523127149 1
ENSG00000008988 RPS20 0.6326006133314004 0.35150937087725587 0.7406193920562963
ENSG00000009307 CSDE1 -0.3327605435964341 0.9999999539601105 1
ENSG00000009335 UBE3C -0.14548285231509372 0.9993752444442149 1
ENSG00000009413 REV3L 1.0739106882808538 0.0012243344794895992 0.004973143674281934
ENSG00000009724 MASP2 -0.1969425393893596 0.785914391284212 1
ENSG00000009780 FAM76A 0.009078227920009535 0.999968411494301 1
ENSG00000009830 POMT2 -0.5022253785134515 0.726583779098798 1
ENSG00000009844 VTA1 0.06508716566720076 0.999985470119218 1
ENSG00000009954 BAZ1B -0.13474583601763915 0.999832266760865 1
ENSG00000010017 RANBP9 -0.640028485117238 0.23379883072717522 0.5386420185783118
ENSG00000010030 ETV7 0.9505140527388952 0.0649070503388844 0.18309412139242337
ENSG00000010072 SPRTN -0.011838372865405287 0.9999996665478911 1
ENSG00000010165 METTL13 0.513260858889396 0.7663785156117232 1
ENSG00000010219 DYRK4 0.428499765516748 0.8692154765424067 1
ENSG00000010244 ZNF207 -0.34153088985771873 0.9953385488769679 1
ENSG00000010256 UQCRC1 -0.027387456094750816 0.9999954392953204 1
ENSG00000010270 STARD3NL 0.2767472394894857 0.9923222846929382 1
ENSG00000010278 CD9 -1.4567662843320601 8.284220316498629e-5 3.9686186332964636e-4
ENSG00000010292 NCAPD2 -0.5361976536338735 0.5376886781312886 1
ENSG00000010295 IFFO1 0.37609154473683004 0.8809234540589013 1
ENSG00000010310 GIPR -1.0301715136044889 0.09875869323684164 0.26264645585474866
ENSG00000010318 PHF7 0.46451955145121354 0.685523529533269 1
ENSG00000010319 SEMA3G -9.801069917184993 7.495762907239803e-57 5.090384302436093e-55
ENSG00000010322 NISCH -0.06309985420694283 0.9999379940970258 1
ENSG00000010361 FUZ 0.4066684156705619 0.9448748621535058 1
ENSG00000010404 IDS -1.067572766297341 8.205520759746321e-7 4.9566705492769214e-6
ENSG00000010539 ZNF200 0.028197006206728686 0.9984878488893972 1
ENSG00000010610 CD4 -5.74572281499768 2.5083760874627544e-45 1.1947429665901366e-43
ENSG00000010626 LRRC23 -0.23769668374754943 0.9370233538972128 1
ENSG00000010671 BTK 4.528089953454967 8.895788008545092e-8 5.898294223057072e-7
ENSG00000010704 HFE -0.15040018885554016 0.9996617931520836 1
ENSG00000010803 SCMH1 0.2560603544516868 0.9543632476860153 1
ENSG00000010810 FYN -1.301245796693636 3.48647345889201e-17 4.880220699101256e-16
ENSG00000010818 HIVEP2 -0.6697400178819858 0.20190915128957748 0.4781942887862175
ENSG00000011007 ELOA 0.7095195565314021 0.13473553078757192 0.3423026746663653
ENSG00000011009 LYPLA2 0.9478077010226889 0.017604490928058006 0.057898992581212345
ENSG00000011021 CLCN6 -0.3835396453298086 0.7490616492456309 1
ENSG00000011028 MRC2 -7.6081210617156705 1.0140413402942646e-51 5.756586298395541e-50
ENSG00000011052 NME1-NME2 0.1312910792875797 0.9096037825145675 1
ENSG00000011105 TSPAN9 0.010430464840468527 0.9963586924661435 1
ENSG00000011114 BTBD7 -0.5914004698531957 0.45118890484237434 0.8899386329344994
ENSG00000011132 APBA3 0.006251358263403645 0.9999990401799066 1
ENSG00000011143 MKS1 0.38281524682840656 0.95554117120012 1
ENSG00000011198 ABHD5 0.2094618229775001 0.9963383677794515 1
ENSG00000011201 ANOS1 2.26666804284341 0.004447312842364195 0.016474863363413923
ENSG00000011243 AKAP8L 0.15462345842561748 0.9998827055463984 1
ENSG00000011258 MBTD1 -0.5966552657170726 0.4375984208865109 0.8714222574931303
ENSG00000011260 UTP18 0.6066632158893958 0.4127214075075256 0.8352620700766724
ENSG00000011275 RNF216 -0.45245616027441043 0.9777899621476835 1
ENSG00000011295 TTC19 -0.10723414179725402 0.9999995732886422 1
ENSG00000011304 PTBP1 -0.10355113558162848 0.9994425032598089 1
ENSG00000011332 DPF1 -1.05588129512753 0.01790939528323481 0.05875728193980697
ENSG00000011347 SYT7 -5.743742569516846 1.894052395929968e-17 2.707903034806126e-16
ENSG00000011376 LARS2 0.794142276732393 0.05309804593833262 0.1536467258052451
ENSG00000011405 PIK3C2A -0.657131975784778 0.23768540120643333 0.5454277587082687
ENSG00000011422 PLAUR -4.8551910251016235 7.147428886916583e-29 1.830015481576507e-27
ENSG00000011426 ANLN -0.6592831877531589 0.3180760252121291 0.6855630669864696
ENSG00000011451 WIZ 6.992585090981572e-4 0.9999994091547647 1
ENSG00000011454 RABGAP1 0.04124180154505572 0.9999999999925681 1
ENSG00000011465 DCN -4.064573243268769 1.3876856622288807e-4 6.466072162382496e-4
ENSG00000011478 QPCTL 1.0842279938579027 4.2555402954499786e-5 2.1216681398450782e-4
ENSG00000011485 PPP5C 0.31189554599466457 0.9921478005876103 1
ENSG00000011523 CEP68 -0.1351704066218923 0.9944628775691321 1
ENSG00000011566 MAP4K3 0.12302191986333738 0.9993273907132495 1
ENSG00000011638 LDAF1 1.021785831937687 9.660766693912026e-4 0.003983691389318325
ENSG00000012048 BRCA1 1.3872290180246798 6.298116047647081e-4 0.0026725103121392362
ENSG00000012061 ERCC1 -0.7996399751283751 0.017216834352443148 0.0567313618683139
ENSG00000012171 SEMA3B -5.706953543122449 3.139781229194471e-27 7.426543764564065e-26
ENSG00000012174 MBTPS2 -0.08200647389782799 0.9999997357807107 1
ENSG00000012211 PRICKLE3 1.0426157462209056 0.001537897556874197 0.006158546553573766
ENSG00000012232 EXTL3 -0.3160111901141661 0.9935064901986214 1
ENSG00000012660 ELOVL5 -0.22178759362550882 0.9995574567410909 1
ENSG00000012817 KDM5D -0.37208930285345826 0.9662398062836633 1
ENSG00000012822 CALCOCO1 0.234764033848525 0.9593954642121041 1
ENSG00000012963 UBR7 -0.408650081639256 0.8810153497266737 1
ENSG00000012983 MAP4K5 -1.29472509382356 7.843844004848586e-6 4.261413375759146e-5
ENSG00000013016 EHD3 -1.9619124678982212 3.607867530051739e-8 2.478181628208198e-7
ENSG00000013275 PSMC4 0.26418636901194203 0.9988714928866316 1
ENSG00000013288 MAN2B2 0.10279443846303668 0.9999819725874047 1
ENSG00000013297 CLDN11 -7.211953101462039 2.471740262911014e-18 3.6727525188639294e-17
ENSG00000013306 SLC25A39 0.4251742360033642 0.9298452710504663 1
ENSG00000013364 MVP -0.024355701836542298 0.9999999845639528 1
ENSG00000013374 NUB1 0.21974445604191048 0.9999159149803379 1
ENSG00000013375 PGM3 -1.8110508812675032 4.643991683981284e-32 1.3730577453403847e-30
ENSG00000013392 RWDD2A -0.27667223538288516 0.9882002671757734 1
ENSG00000013441 CLK1 -0.5815707662832739 0.45793837778071345 0.899248611184554
ENSG00000013503 POLR3B 0.3616298396131562 0.9168850767262936 1
ENSG00000013523 ANGEL1 0.19779963229862613 0.9978870863338657 1
ENSG00000013561 RNF14 0.6110757124196667 0.38865621193638056 0.7983916157998316
ENSG00000013563 DNASE1L1 0.04560369107663985 0.9927806078021978 1
ENSG00000013573 DDX11 0.07134402982917397 0.9487824015314944 1
ENSG00000013583 HEBP1 4.398920076637189 9.081091261060152e-54 5.500863121028945e-52
ENSG00000013588 GPRC5A 6.792518484435986 1.1845767245823512e-73 1.150495327199116e-71
ENSG00000013619 MAMLD1 -2.7068243626395434 8.669240288431757e-31 2.4308829421675176e-29
ENSG00000013725 CD6 0.6413820036901448 0.3667810096683699 0.7644752251630033
ENSG00000013810 TACC3 -0.03622239554410744 0.960255063399655 1
ENSG00000014123 UFL1 0.2800429200391279 0.9964587657561711 1
ENSG00000014138 POLA2 0.1314152480342824 0.875525550835741 1
ENSG00000014164 ZC3H3 0.25809988372684106 0.9993140340182167 1
ENSG00000014216 CAPN1 0.6676969545221739 0.2688659682098279 0.6028946837634581
ENSG00000014641 MDH1 1.13449324814233 3.7441478856481753e-13 3.888411648267236e-12
ENSG00000014824 SLC30A9 0.19191475557927237 0.9998880800688011 1
ENSG00000014914 MTMR11 -2.411534630323658 3.521156570475277e-30 9.505482449955387e-29
ENSG00000014919 COX15 0.4766454216900685 0.8570487649934124 1
ENSG00000015133 CCDC88C -0.3102853013901426 0.6476628313629978 1
ENSG00000015153 YAF2 -0.12059022972841808 0.9998972551303107 1
ENSG00000015171 ZMYND11 -0.7743200996526802 0.011122072525558621 0.0381676334103507
ENSG00000015285 WAS 0.8535919460242032 NA NA
ENSG00000015475 BID -0.4933445852730165 0.7244207495120848 1
ENSG00000015479 MATR3 -0.5756942988838295 0.5129977598273824 0.9720398969590237
ENSG00000015532 XYLT2 9.77568828023541e-4 0.9999999999528181 1
ENSG00000015568 RGPD5 0.32203849156093667 0.6354414734772412 1
ENSG00000015676 NUDCD3 0.42606716120667093 0.9795590712567387 1
ENSG00000016391 CHDH 1.9425569070105952 0.0026861996056305243 0.010336339119939501
ENSG00000016864 GLT8D1 -0.7337851578062747 0.027939249320442033 0.08725055675155106
ENSG00000017260 ATP2C1 0.4437247779714534 0.9092840016508816 1
ENSG00000017483 SLC38A5 -0.7244935722974133 0.27760710393015525 0.6181095673444863
ENSG00000017797 RALBP1 0.0021101254211504544 0.9999999999999998 1
ENSG00000018189 RUFY3 2.512952151984431 2.1051524543607906e-77 2.245280700555972e-75
ENSG00000018236 CNTN1 4.519113302991633 1.0509571096225526e-13 1.140504953232714e-12
ENSG00000018280 SLC11A1 0.7098149940630054 0.3025968412837392 0.6608851866479656
ENSG00000018408 WWTR1 -1.5224353812396103 7.788617902750016e-21 1.3120651379778005e-19
ENSG00000018510 AGPS 0.22429817672812244 0.9998383441818457 1
ENSG00000018610 STEEP1 0.30329908145554424 0.9919914417671606 1
ENSG00000018625 ATP1A2 -10.469102426654654 2.8892638522548823e-24 5.84068047342455e-23
ENSG00000018699 TTC27 0.4241710367814533 0.6951156121788695 1
ENSG00000018869 ZNF582 0.6044511657566611 0.42281437542924644 0.8503734286022038
ENSG00000019144 PHLDB1 -2.216100759799655 8.390368849355596e-37 2.982956287240226e-35
ENSG00000019485 PRDM11 -0.22109287667165525 0.9931965134256315 1
ENSG00000019549 SNAI2 2.4852574932998053 4.153865009306641e-9 3.1153987569799806e-8
ENSG00000019582 CD74 -7.535700190679383 1.8357932931419733e-19 2.8856479567154798e-18
ENSG00000019991 HGF -6.896659637718771 3.6596695765366785e-10 3.0067748387566235e-9
ENSG00000019995 ZRANB1 -0.10077815880662709 0.9999996494768781 1
ENSG00000020129 NCDN 0.4386418741307426 0.9278730112960853 1
ENSG00000020181 ADGRA2 -0.5172802708056593 0.613444294041899 1
ENSG00000020256 ZFP64 -0.3388792081800914 0.9951659134145469 1
ENSG00000020426 MNAT1 -0.20010135040655533 0.9935124628579245 1
ENSG00000020577 SAMD4A -0.12807532893620574 0.9636420006992574 1
ENSG00000020633 RUNX3 7.063212775762401 1.0424345436507085e-193 5.663351419177365e-191
ENSG00000020922 MRE11 -0.2633450630598458 0.9359086407537489 1
ENSG00000021300 PLEKHB1 -1.5045346878883252 5.436925312158479e-5 2.6678223695138345e-4
ENSG00000021355 SERPINB1 0.8193678240497104 0.09272847968594404 0.2489924749077828
ENSG00000021574 SPAST -0.7041230478793332 0.06925916135880032 0.1934560604470989
ENSG00000021645 NRXN3 -4.303879379200413 1.0070504761172221e-6 6.026703107503582e-6
ENSG00000021762 OSBPL5 0.18116152567636704 0.9785663068323924 1
ENSG00000021776 AQR -0.13743157148234408 0.9999999339975828 1
ENSG00000021826 CPS1 2.392758579001155 4.0572860576761065e-12 3.885841861761639e-11
ENSG00000022267 FHL1 -2.80872141083553 1.6657699085407562e-27 3.983412635485701e-26
ENSG00000022277 RTF2 0.6718869866908254 0.22926756372437962 0.5302403346213037
ENSG00000022556 NLRP2 2.7483393240056864 4.54199405782339e-6 2.5316629270682795e-5
ENSG00000022567 SLC45A4 -1.274426215690068 9.056759170784406e-4 0.0037475651993903463
ENSG00000022840 RNF10 0.5231285902359515 0.7073331736998228 1
ENSG00000022976 ZNF839 1.1944584445638435 7.447313945802517e-8 4.967039131427983e-7
ENSG00000023041 ZDHHC6 0.13131479909475555 0.9977900543167758 1
ENSG00000023171 GRAMD1B 1.2477598624603752 8.846687547775312e-5 4.229269717146492e-4
ENSG00000023191 RNH1 0.24728886238144596 0.9962245373822264 1
ENSG00000023228 NDUFS1 0.041755610340305414 0.9999999999999778 1
ENSG00000023287 RB1CC1 -0.29310490360999336 0.9974855850595075 1
ENSG00000023318 ERP44 -0.030086264763884048 0.9999999999951575 1
ENSG00000023330 ALAS1 1.3072231065702944 2.456900551066909e-11 2.230455147796251e-10
ENSG00000023445 BIRC3 -3.804600190810238 3.424676262373285e-9 2.584114445371509e-8
ENSG00000023516 AKAP11 -0.03900070442890149 0.999999246621247 1
ENSG00000023572 GLRX2 -0.14539672888980537 0.9992981981098917 1
ENSG00000023608 SNAPC1 -0.2978869962082047 0.9348975743041307 1
ENSG00000023697 DERA 1.2569018803946912 1.615053369662862e-5 8.459687505751389e-5
ENSG00000023734 STRAP 0.4188373622755358 0.9487479361894919 1
